city,timestamp,avg_speed_kmph,traffic_volume
,2024-07-06,15,4690
Berlin,2024-07-04,5,3697
NYC,2024-06-29,30,2237
Bangalore,2024-07-15,30,970
Bangalore,2024-06-01,5,4242
,2024-06-13,5,3333
London,2024-07-04,15,135
NYC,2024-07-19,15,4303
,2024-07-25,5,4188
,2024-06-27,15,1096
NYC,2024-07-13,30,2853
London,2024-06-07,15,2428
Bangalore,2024-06-13,30,2677
London,2024-06-21,30,2727
NYC,2024-07-16,15,1049
Berlin,2024-06-26,5,1707
London,2024-07-29,5,3504
,2024-07-10,60,2838
London,2024-06-27,5,1073
London,2024-07-19,60,536
London,2024-06-19,5,2406
NYC,2024-07-07,5,847
Berlin,2024-06-21,5,972
London,2024-06-29,15,3093
London,2024-06-08,5,1684
NYC,2024-07-05,5,174
NYC,2024-06-28,60,3982
Bangalore,2024-06-25,15,3661
Berlin,2024-07-22,5,1853
NYC,2024-07-05,60,2667
,2024-07-08,30,3287
,2024-07-22,60,1546
,2024-06-04,,2203
,2024-07-06,30,4454
NYC,2024-06-24,5,4497
London,2024-07-03,15,2167
NYC,2024-06-02,5,3809
Berlin,2024-07-14,180,3415
NYC,2024-07-05,180,1912
,2024-06-12,180,687
Berlin,2024-07-07,5,1480
,2024-07-28,60,92
Berlin,2024-06-25,5,1562
Bangalore,2024-07-12,5,4978
Bangalore,2024-07-09,5,4644
Berlin,2024-06-12,30,4130
Berlin,2024-07-12,15,1258
NYC,2024-06-21,30,1896
Berlin,2024-06-07,5,4198
Bangalore,2024-07-06,30,761
Berlin,2024-06-22,15,4381
London,2024-06-29,60,4508
Bangalore,2024-07-17,30,3891
London,2024-06-09,60,4005
,2024-07-15,60,1506
NYC,2024-06-08,15,4388
Berlin,2024-07-17,30,3509
London,2024-06-07,30,4162
Berlin,2024-06-13,30,2165
,2024-06-26,15,3259
,2024-06-20,60,1728
NYC,2024-06-21,60,2625
NYC,2024-06-17,30,1511
,2024-06-08,60,793
London,2024-06-08,15,3076
Berlin,2024-07-19,60,967
Bangalore,2024-06-23,5,575
,2024-07-27,15,335
Bangalore,2024-06-01,15,2712
NYC,2024-07-25,5,1626
Bangalore,2024-06-04,60,4832
NYC,2024-07-08,15,2341
London,2024-06-04,15,2789
NYC,2024-06-30,30,2581
NYC,2024-07-23,15,4498
Bangalore,2024-07-22,30,3832
Bangalore,2024-07-01,15,4224
Berlin,2024-06-02,15,1434
,2024-07-04,60,3500
London,2024-07-01,5,2528
,2024-06-30,15,3295
London,2024-07-23,15,3818
Berlin,2024-06-12,5,652
Berlin,2024-06-26,60,3874
Berlin,2024-07-05,60,1880
Berlin,2024-07-22,15,1308
Berlin,2024-07-20,30,2037
Bangalore,2024-06-05,15,3827
,2024-06-06,15,3881
Berlin,2024-07-13,60,2503
London,2024-07-29,,347
London,2024-07-15,5,4361
Berlin,2024-06-26,5,629
NYC,2024-07-03,15,3457
London,2024-06-11,15,195
NYC,2024-07-24,30,3746
NYC,2024-06-05,15,3101
Bangalore,2024-06-04,30,4894
,2024-07-17,15,508
Berlin,2024-07-28,15,4338
Bangalore,2024-06-21,,1524
Bangalore,2024-07-07,15,3511
NYC,2024-06-01,5,480
Bangalore,2024-07-02,30,3865
,2024-06-05,5,835
,2024-07-27,5,1152
London,2024-07-30,15,4703
Berlin,2024-06-26,15,3284
NYC,2024-07-20,60,4913
Berlin,2024-06-27,5,4985
,2024-07-11,60,4359
,2024-07-24,15,478
NYC,2024-06-25,30,3197
Bangalore,2024-06-14,5,3431
,2024-06-08,5,2453
,2024-07-20,30,3857
Berlin,2024-06-16,60,670
Berlin,2024-07-16,30,602
London,2024-07-11,60,3373
Berlin,2024-07-15,15,4039
Berlin,2024-06-20,30,910
London,2024-07-14,15,1482
Bangalore,2024-06-21,15,2622
NYC,2024-07-19,15,4136
Bangalore,2024-06-09,15,1294
Bangalore,2024-06-17,15,1747
,2024-06-22,5,3584
,2024-06-04,60,1640
,2024-06-01,60,3290
London,2024-06-14,30,2579
Berlin,2024-07-09,5,1345
Berlin,2024-06-22,15,4354
,2024-07-02,30,2587
NYC,2024-07-19,15,573
Bangalore,2024-07-11,5,2246
Berlin,2024-07-30,15,4736
London,2024-06-01,30,3346
London,2024-06-06,30,1695
London,2024-07-08,5,1066
NYC,2024-06-02,15,1206
London,2024-07-07,5,283
Bangalore,2024-07-30,15,4220
Berlin,2024-06-17,15,1571
,2024-07-11,5,2817
Berlin,2024-07-03,15,366
Bangalore,2024-07-08,180,1914
Bangalore,2024-07-17,15,3804
Bangalore,2024-06-09,15,2402
Berlin,2024-06-18,,4191
,2024-06-03,15,2915
London,2024-06-14,15,3822
London,2024-06-07,15,3841
Bangalore,2024-07-13,5,416
Bangalore,2024-07-27,60,1558
NYC,2024-06-14,30,2533
NYC,2024-07-12,15,853
Berlin,2024-07-29,5,566
Bangalore,2024-07-19,30,4951
,2024-06-24,15,1543
NYC,2024-06-07,5,861
Berlin,2024-07-20,60,1625
London,2024-07-25,5,2910
,2024-06-21,15,2001
,2024-07-22,15,657
NYC,2024-07-28,180,163
,2024-06-13,15,3837
Bangalore,2024-07-17,30,2511
London,2024-07-22,15,896
Berlin,2024-06-22,60,1569
Berlin,2024-06-29,60,1423
London,2024-07-05,15,665
Bangalore,2024-07-01,180,622
London,2024-07-03,15,511
London,2024-06-21,15,803
Bangalore,2024-06-04,30,3811
NYC,2024-07-20,15,4507
London,2024-06-19,30,1265
London,2024-07-08,30,1145
Berlin,2024-06-25,30,840
,2024-07-06,5,3636
,2024-07-13,180,3242
Bangalore,2024-06-13,15,650
Bangalore,2024-07-18,15,2495
Bangalore,2024-07-07,15,722
Berlin,2024-06-04,15,737
Bangalore,2024-06-20,30,4895
Berlin,2024-07-28,30,1044
Bangalore,2024-07-24,60,4619
NYC,2024-07-05,60,2569
London,2024-07-14,5,2956
London,2024-07-19,15,4310
,2024-07-11,30,1711
London,2024-06-15,15,4619
Bangalore,2024-06-15,30,2840
,2024-06-27,60,918
Bangalore,2024-07-19,30,961
NYC,2024-06-20,30,1476
Berlin,2024-06-27,5,2368
London,2024-06-10,30,1713
London,2024-07-21,60,3639
Bangalore,2024-07-20,5,445
,2024-06-19,30,1688
Bangalore,2024-07-07,60,4633
London,2024-06-27,5,3953
,2024-07-29,15,2053
NYC,2024-06-17,15,4504
NYC,2024-07-10,15,1434
NYC,2024-07-03,60,1676
,2024-06-21,30,4929
London,2024-07-19,60,885
London,2024-06-11,15,4418
London,2024-07-15,15,3075
Bangalore,2024-07-02,5,379
Berlin,2024-06-08,30,881
London,2024-07-11,5,157
NYC,2024-06-13,15,2594
London,2024-07-03,30,3021
,2024-06-06,30,93
,2024-06-28,5,3117
,2024-07-13,5,3924
London,2024-07-16,30,598
NYC,2024-06-20,15,3390
Bangalore,2024-07-06,30,536
Bangalore,2024-06-14,5,4119
Bangalore,2024-07-28,15,1875
,2024-06-17,60,4855
NYC,2024-07-03,180,1500
Bangalore,2024-07-14,5,4768
,2024-07-02,5,115
NYC,2024-06-07,15,2471
London,2024-07-17,15,1584
,2024-07-21,15,4278
Berlin,2024-06-28,60,2215
London,2024-06-29,60,1790
NYC,2024-07-18,30,1574
Berlin,2024-07-27,30,2165
Berlin,2024-07-28,15,3115
Berlin,2024-07-18,15,400
London,2024-06-14,30,2315
NYC,2024-06-24,5,3162
Berlin,2024-06-09,30,747
Berlin,2024-06-02,5,3523
Bangalore,2024-06-19,30,4152
Berlin,2024-06-07,30,1380
,2024-07-11,15,4249
,2024-07-06,15,2676
London,2024-07-01,,4305
Berlin,2024-06-13,180,517
London,2024-07-21,60,4693
,2024-06-20,15,2399
,2024-07-21,60,4244
NYC,2024-06-08,30,4447
London,2024-07-21,30,3370
NYC,2024-06-21,30,869
Bangalore,2024-07-14,5,1246
London,2024-07-24,5,3641
,2024-06-18,30,4583
London,2024-07-07,15,3032
NYC,2024-07-18,5,2029
Bangalore,2024-07-24,15,4311
,2024-07-29,5,1796
NYC,2024-07-06,30,4578
Bangalore,2024-07-07,5,943
NYC,2024-07-18,30,1081
,2024-06-19,15,4953
NYC,2024-07-12,5,1724
London,2024-06-05,15,3629
London,2024-06-20,5,410
,2024-07-06,5,394
London,2024-06-25,60,1235
NYC,2024-06-27,,4899
Berlin,2024-07-05,30,4490
,2024-07-26,30,4604
Berlin,2024-06-07,60,4206
Bangalore,2024-07-18,60,3612
London,2024-06-16,60,730
NYC,2024-07-11,5,3728
NYC,2024-07-23,15,3103
Bangalore,2024-06-26,5,3502
London,2024-06-03,60,1699
NYC,2024-06-26,15,3780
Bangalore,2024-07-15,5,871
Berlin,2024-07-30,60,1354
London,2024-06-10,15,1695
Berlin,2024-07-30,180,1242
Bangalore,2024-07-04,15,3780
Bangalore,2024-07-26,30,937
London,2024-07-07,5,2863
London,2024-07-16,15,580
,2024-06-27,15,4618
NYC,2024-06-29,30,1813
Berlin,2024-07-04,15,536
Bangalore,2024-07-15,30,2116
Berlin,2024-07-11,60,3915
,2024-06-04,15,4614
,2024-06-21,15,489
,2024-06-22,5,4440
,2024-07-22,15,1127
London,2024-06-02,5,1139
London,2024-07-02,60,3287
London,2024-06-10,5,3831
London,2024-07-30,15,2745
,2024-06-09,30,1801
London,2024-06-04,30,3928
,2024-07-12,5,4550
London,2024-07-09,60,2145
Bangalore,2024-06-27,30,1638
Berlin,2024-07-24,30,2184
NYC,2024-07-03,15,4984
,2024-07-22,15,2425
NYC,2024-07-06,15,3701
Bangalore,2024-07-09,15,2426
NYC,2024-06-29,5,1446
Bangalore,2024-06-23,30,1741
,2024-06-28,15,3752
,2024-06-19,5,545
Bangalore,2024-06-01,5,1034
NYC,2024-06-24,15,3370
Berlin,2024-06-22,60,3598
NYC,2024-07-14,15,3554
Berlin,2024-07-24,5,4797
,2024-07-12,5,4222
London,2024-07-14,60,2677
Bangalore,2024-07-17,30,2488
Berlin,2024-06-08,60,3987
,2024-06-09,5,4628
NYC,2024-07-23,5,4709
,2024-06-08,5,4323
Bangalore,2024-07-29,30,2367
NYC,2024-07-26,15,1290
Berlin,2024-06-29,15,4228
London,2024-06-17,5,3145
Bangalore,2024-07-26,15,195
Bangalore,2024-07-21,30,4243
Berlin,2024-07-08,5,2541
London,2024-07-05,15,3005
London,2024-06-27,30,2893
London,2024-06-04,5,1307
,2024-07-23,15,3525
NYC,2024-07-05,60,4331
Bangalore,2024-07-08,60,4445
Berlin,2024-06-23,15,3423
NYC,2024-06-29,5,4742
London,2024-06-02,5,130
NYC,2024-07-10,60,3325
Bangalore,2024-07-27,30,3879
London,2024-06-28,,4670
NYC,2024-07-29,5,248
,2024-06-11,30,193
,2024-07-30,5,4095
London,2024-06-17,5,4084
Berlin,2024-06-21,30,1720
NYC,2024-06-16,60,3496
Bangalore,2024-06-03,15,2868
,2024-07-07,5,3117
Berlin,2024-07-28,15,176
,2024-07-10,15,4701
,2024-07-28,5,1678
Berlin,2024-07-16,15,4194
NYC,2024-07-24,15,3767
Berlin,2024-06-23,5,3541
Berlin,2024-06-30,30,2992
,2024-07-25,15,2739
,2024-06-29,15,2308
Berlin,2024-07-28,15,2314
London,2024-06-12,5,1133
,2024-07-08,15,191
Berlin,2024-07-13,15,1264
Berlin,2024-07-14,30,862
Bangalore,2024-07-06,15,1425
NYC,2024-07-22,60,3228
,2024-07-10,60,1004
,2024-07-02,15,180
Bangalore,2024-07-09,5,90
,2024-07-18,30,3810
London,2024-07-08,60,2401
Berlin,2024-06-02,15,4814
London,2024-06-17,5,461
Berlin,2024-06-02,60,2978
,2024-06-11,5,2911
Berlin,2024-06-12,30,4013
NYC,2024-07-27,60,3759
Bangalore,2024-07-01,60,2294
Berlin,2024-07-19,60,851
Berlin,2024-06-07,60,4874
NYC,2024-07-21,30,2982
London,2024-06-24,5,4135
Berlin,2024-06-19,5,1986
Bangalore,2024-06-09,15,3743
Berlin,2024-07-09,30,2771
,2024-06-24,5,3006
London,2024-06-07,30,2559
London,2024-07-25,5,2467
,2024-06-27,60,4167
Bangalore,2024-07-11,5,186
NYC,2024-07-06,15,1650
London,2024-07-03,,2338
Berlin,2024-06-30,60,2539
NYC,2024-06-15,5,4432
,2024-07-26,5,3663
London,2024-07-14,15,912
NYC,2024-07-06,15,3398
,2024-07-01,15,787
NYC,2024-06-21,15,1334
,2024-07-19,30,3039
London,2024-06-17,5,787
NYC,2024-07-18,60,3101
London,2024-07-25,5,2809
Bangalore,2024-06-27,,3843
London,2024-06-30,,2540
Berlin,2024-06-13,15,2890
NYC,2024-07-05,15,252
Berlin,2024-06-26,60,4413
London,2024-06-17,15,1199
Berlin,2024-07-05,15,2801
Bangalore,2024-06-13,60,1004
,2024-07-04,5,3861
London,2024-06-01,30,4058
NYC,2024-07-03,15,505
,2024-06-08,15,813
,2024-06-29,30,2454
Bangalore,2024-07-27,15,1051
Bangalore,2024-07-02,5,2891
Berlin,2024-07-15,15,369
Berlin,2024-07-23,15,1164
NYC,2024-06-26,15,1748
NYC,2024-07-10,180,2286
NYC,2024-06-20,15,982
London,2024-07-15,5,3684
London,2024-07-22,60,963
Berlin,2024-06-03,30,628
Bangalore,2024-06-30,15,2019
Bangalore,2024-06-13,15,4779
NYC,2024-06-11,15,2269
,2024-06-11,15,1967
NYC,2024-06-11,15,1987
NYC,2024-06-02,5,2385
Berlin,2024-06-21,180,4045
NYC,2024-06-21,5,4163
Berlin,2024-06-17,30,64
Berlin,2024-07-05,15,3121
Berlin,2024-06-14,30,909
Berlin,2024-06-20,5,3275
London,2024-06-23,5,798
,2024-07-15,30,814
Bangalore,2024-06-26,5,3680
Berlin,2024-07-12,60,1509
Berlin,2024-06-04,30,2728
,2024-07-13,5,2456
NYC,2024-06-13,15,1300
,2024-06-02,15,3138
,2024-06-10,5,125
London,2024-06-02,15,1095
Berlin,2024-06-17,5,1993
London,2024-07-17,15,2267
London,2024-06-18,60,3288
London,2024-06-09,30,4681
Berlin,2024-07-24,15,1526
Berlin,2024-07-27,15,3442
,2024-07-11,60,4617
London,2024-07-25,60,3969
Bangalore,2024-07-23,30,3466
,2024-06-12,5,3261
Berlin,2024-07-17,15,3199
,2024-06-28,15,538
NYC,2024-07-10,5,1337
Bangalore,2024-07-24,30,1137
Bangalore,2024-07-26,5,4318
,2024-06-14,15,105
Berlin,2024-07-24,30,1876
,2024-07-18,180,4421
Bangalore,2024-06-01,30,4712
London,2024-06-19,5,4530
Berlin,2024-07-03,15,2019
Berlin,2024-06-20,5,964
London,2024-07-23,15,4785
NYC,2024-07-04,15,3202
,2024-07-06,15,4779
,2024-07-28,5,2936
Berlin,2024-06-22,5,840
,2024-06-17,60,3943
NYC,2024-06-15,5,1557
Berlin,2024-06-29,15,825
London,2024-06-29,5,2701
,2024-07-15,30,4554
Bangalore,2024-07-22,15,879
Bangalore,2024-07-27,180,674
London,2024-07-28,15,4682
Berlin,2024-07-01,30,1413
London,2024-06-20,60,1646
NYC,2024-06-11,15,1151
NYC,2024-07-29,15,4943
London,2024-06-12,30,2618
London,2024-06-19,180,3576
,2024-06-29,15,3487
Bangalore,2024-06-25,5,1079
Berlin,2024-07-26,15,3425
NYC,2024-06-19,15,2170
London,2024-07-28,30,3260
Bangalore,2024-06-11,15,3761
London,2024-07-30,15,3761
London,2024-06-01,15,3162
Bangalore,2024-06-27,30,1707
,2024-06-19,15,2478
Bangalore,2024-07-27,5,4694
NYC,2024-06-07,15,2099
Berlin,2024-07-08,15,3283
London,2024-07-22,15,1175
NYC,2024-07-30,5,3968
Bangalore,2024-06-16,60,1409
Berlin,2024-07-19,,598
Bangalore,2024-06-27,60,3543
London,2024-07-28,5,2650
Berlin,2024-07-29,5,3912
NYC,2024-07-25,5,2878
Bangalore,2024-06-22,30,2805
,2024-07-20,60,1250
NYC,2024-06-17,15,958
London,2024-06-19,30,1746
NYC,2024-06-29,60,786
,2024-06-18,30,3199
Berlin,2024-07-15,15,134
Bangalore,2024-07-29,30,1149
Bangalore,2024-06-30,30,4793
Bangalore,2024-06-12,60,2105
NYC,2024-07-22,15,3529
Bangalore,2024-06-05,60,1807
London,2024-06-23,5,537
,2024-06-21,30,1141
NYC,2024-06-19,30,2979
Bangalore,2024-07-20,30,3725
NYC,2024-06-17,30,291
London,2024-06-03,15,2710
,2024-06-02,60,1408
Berlin,2024-06-22,30,3573
Bangalore,2024-07-06,60,3854
Bangalore,2024-06-14,30,3718
Bangalore,2024-06-22,15,1380
Bangalore,2024-06-05,15,3955
London,2024-07-19,15,1301
,2024-06-20,30,689
,2024-07-21,60,1305
London,2024-07-15,15,3638
Bangalore,2024-07-19,5,4601
London,2024-06-05,15,1962
,2024-06-19,15,1224
Bangalore,2024-06-07,5,1582
Berlin,2024-07-04,5,3974
Berlin,2024-07-22,30,3864
London,2024-07-25,15,65
Bangalore,2024-07-03,5,1247
Berlin,2024-06-17,60,4753
London,2024-07-17,15,4787
Bangalore,2024-07-23,15,4938
Berlin,2024-07-11,30,1110
,2024-06-23,5,4942
Bangalore,2024-06-30,5,4146
,2024-07-13,60,1144
NYC,2024-07-12,30,4027
London,2024-06-21,60,4793
NYC,2024-07-27,5,485
,2024-06-05,30,4769
Berlin,2024-07-30,30,1904
London,2024-07-16,15,602
NYC,2024-06-03,30,4627
Bangalore,2024-07-23,180,3962
Berlin,2024-07-20,30,2401
Bangalore,2024-06-29,15,2314
Bangalore,2024-06-11,60,4601
Bangalore,2024-07-02,60,1992
London,2024-07-05,15,1532
Bangalore,2024-07-02,15,4386
Bangalore,2024-07-19,60,4962
NYC,2024-06-19,180,2963
Berlin,2024-07-08,15,2427
NYC,2024-07-19,5,4160
Berlin,2024-07-28,60,2078
,2024-07-28,5,4626
Bangalore,2024-06-05,15,1369
Bangalore,2024-07-16,5,2389
London,2024-07-16,60,4587
,2024-07-25,5,684
NYC,2024-07-10,5,1134
London,2024-07-08,15,1443
London,2024-07-20,5,4453
NYC,2024-06-22,30,2261
Bangalore,2024-07-06,15,3740
Bangalore,2024-06-15,5,4000
Bangalore,2024-07-07,30,2520
London,2024-07-09,60,3451
Berlin,2024-07-28,5,1565
Bangalore,2024-07-05,60,4812
Berlin,2024-07-16,60,2704
Berlin,2024-06-22,15,2497
,2024-07-27,60,1980
NYC,2024-07-29,5,2261
London,2024-07-12,30,3792
NYC,2024-06-24,5,1322
London,2024-07-15,15,2780
NYC,2024-06-13,5,615
NYC,2024-06-13,5,4026
London,2024-06-25,30,503
Berlin,2024-07-01,15,864
,2024-07-04,5,415
Bangalore,2024-07-09,15,3326
,2024-07-29,60,3237
London,2024-07-16,15,1974
Berlin,2024-06-03,30,1728
Bangalore,2024-06-28,30,3449
Berlin,2024-06-08,30,1449
NYC,2024-07-06,60,2257
NYC,2024-06-09,5,1635
London,2024-06-24,30,4415
NYC,2024-07-26,60,882
London,2024-06-10,5,3503
Berlin,2024-07-19,30,3181
London,2024-07-28,15,2931
London,2024-07-02,15,2633
London,2024-06-27,15,2062
,2024-07-19,15,3431
NYC,2024-06-05,30,1607
,2024-07-22,30,4135
London,2024-06-29,15,4638
Berlin,2024-06-23,5,267
London,2024-06-30,30,1480
NYC,2024-06-14,15,759
Berlin,2024-07-07,30,4839
Bangalore,2024-06-23,15,4309
,2024-07-24,15,2156
Bangalore,2024-07-30,30,4145
London,2024-06-30,5,2139
Berlin,2024-06-16,15,3035
Berlin,2024-07-27,180,1850
,2024-07-26,15,2756
London,2024-07-05,30,2426
,2024-07-23,15,1913
Berlin,2024-06-19,5,4476
London,2024-07-28,5,953
Bangalore,2024-06-08,60,512
Berlin,2024-07-15,60,1418
,2024-07-26,30,1949
Berlin,2024-07-27,30,2579
London,2024-07-11,30,1152
Berlin,2024-06-03,30,4357
Bangalore,2024-07-11,30,2208
,2024-06-20,15,2334
NYC,2024-06-20,5,1479
Berlin,2024-07-01,5,1929
Bangalore,2024-07-23,5,1755
Bangalore,2024-07-27,60,2855
Berlin,2024-06-04,5,1905
London,2024-07-04,5,4111
Bangalore,2024-07-11,60,4918
Berlin,2024-06-18,15,2789
Berlin,2024-06-28,15,3946
Bangalore,2024-07-12,30,3610
London,2024-07-08,60,1465
NYC,2024-07-23,5,1757
London,2024-06-27,60,606
,2024-06-27,60,1985
London,2024-06-16,30,4440
Berlin,2024-06-03,30,2521
Bangalore,2024-06-14,60,1340
Bangalore,2024-06-23,30,122
Bangalore,2024-07-16,5,1456
Berlin,2024-06-10,5,4914
Bangalore,2024-07-03,15,1341
London,2024-06-30,30,884
London,2024-07-29,30,3790
London,2024-07-03,15,3819
,2024-06-01,5,1057
Bangalore,2024-06-07,5,3299
NYC,2024-06-02,30,4805
,2024-06-05,15,3789
London,2024-06-27,60,1525
,2024-07-14,30,1760
Bangalore,2024-06-10,15,54
Berlin,2024-07-03,15,2545
Bangalore,2024-07-22,30,2501
Bangalore,2024-06-28,30,1111
London,2024-06-26,5,213
Berlin,2024-06-13,15,3769
London,2024-06-07,5,3216
,2024-06-12,5,2846
London,2024-06-04,5,1637
London,2024-06-09,30,4646
London,2024-06-07,15,3405
,2024-06-13,5,270
Bangalore,2024-06-23,30,4747
London,2024-06-24,60,1695
Bangalore,2024-06-15,5,91
,2024-06-04,5,2191
Bangalore,2024-06-02,15,2934
,2024-06-10,60,3974
Bangalore,2024-07-27,5,1041
Berlin,2024-07-03,5,1010
London,2024-07-16,60,4869
,2024-06-28,30,81
,2024-06-23,5,4618
London,2024-07-27,5,3650
London,2024-06-05,,741
Berlin,2024-06-06,60,3810
London,2024-07-29,5,2290
NYC,2024-06-24,30,3971
,2024-06-30,15,2502
London,2024-06-26,30,1496
Bangalore,2024-07-04,60,1865
Bangalore,2024-07-04,30,146
Bangalore,2024-06-12,15,4794
Bangalore,2024-06-12,30,3577
Bangalore,2024-07-19,15,2805
Bangalore,2024-07-17,60,2842
London,2024-06-14,60,4543
Berlin,2024-07-07,5,2570
London,2024-07-01,15,1780
Berlin,2024-06-24,5,3174
London,2024-06-04,60,4039
Bangalore,2024-06-14,15,1263
London,2024-06-19,30,956
Berlin,2024-07-07,30,4502
NYC,2024-06-05,15,1538
,2024-07-10,5,2664
London,2024-06-20,30,1609
,2024-06-23,60,646
London,2024-07-16,180,1554
Bangalore,2024-06-16,15,3730
Bangalore,2024-06-17,15,374
Berlin,2024-07-29,15,79
Berlin,2024-07-26,30,825
,2024-07-03,5,3884
,2024-06-01,5,1630
NYC,2024-06-05,30,2161
Berlin,2024-06-29,60,583
London,2024-06-27,5,1016
Bangalore,2024-07-02,15,1504
Bangalore,2024-07-02,15,1516
Berlin,2024-07-25,60,2578
London,2024-06-03,15,917
NYC,2024-06-22,60,270
,2024-07-05,60,3421
NYC,2024-06-04,5,4344
Berlin,2024-06-20,60,3597
NYC,2024-07-19,30,4542
Berlin,2024-07-13,60,685
London,2024-07-02,180,1658
NYC,2024-06-25,15,2223
NYC,2024-07-19,30,3090
NYC,2024-07-19,60,3458
NYC,2024-06-27,30,4559
Bangalore,2024-07-12,15,1387
Bangalore,2024-07-19,5,1198
Bangalore,2024-07-14,30,419
Berlin,2024-06-16,5,4240
NYC,2024-07-18,60,3517
NYC,2024-06-29,15,4482
London,2024-07-20,30,1317
London,2024-07-05,5,1515
NYC,2024-07-27,5,1154
London,2024-06-26,15,4042
Berlin,2024-06-25,5,4266
NYC,2024-07-14,15,2367
London,2024-07-29,30,3897
,2024-06-23,5,4124
Berlin,2024-07-28,15,4361
Berlin,2024-07-26,60,3615
London,2024-06-30,30,4210
,2024-07-15,5,2183
Berlin,2024-07-19,60,293
Berlin,2024-07-19,15,4360
London,2024-07-28,15,4325
,2024-07-14,5,822
Bangalore,2024-07-12,30,1120
Berlin,2024-07-28,5,4821
London,2024-07-18,5,565
Berlin,2024-07-22,60,723
London,2024-06-18,30,1942
London,2024-06-17,5,3305
,2024-07-04,15,1968
NYC,2024-06-09,60,687
,2024-06-18,15,1778
London,2024-07-12,5,3479
Berlin,2024-07-21,30,875
London,2024-07-16,15,3591
Berlin,2024-06-03,30,1460
,2024-06-18,5,1799
NYC,2024-06-01,15,981
London,2024-07-14,5,4613
Bangalore,2024-06-14,5,1490
London,2024-06-17,15,1350
,2024-07-08,60,2416
NYC,2024-07-14,30,2227
London,2024-07-15,60,2818
,2024-06-04,30,2116
Bangalore,2024-06-02,5,3125
London,2024-06-16,5,2110
Berlin,2024-07-19,60,2710
Berlin,2024-06-02,30,1639
Bangalore,2024-06-22,15,1838
London,2024-07-13,180,1014
Berlin,2024-07-02,5,726
Bangalore,2024-07-29,15,3857
NYC,2024-07-28,15,2384
NYC,2024-06-20,5,582
Bangalore,2024-07-25,,4595
,2024-07-03,15,3527
NYC,2024-06-30,5,4805
Bangalore,2024-06-23,5,3649
NYC,2024-06-15,5,889
,2024-07-17,30,4040
,2024-06-02,30,3800
,2024-06-06,60,4327
Bangalore,2024-06-12,30,3451
NYC,2024-07-14,5,3998
NYC,2024-07-16,15,4491
NYC,2024-06-13,15,644
Berlin,2024-07-01,30,4746
NYC,2024-07-30,30,3969
London,2024-06-28,5,220
Bangalore,2024-07-15,15,4386
Bangalore,2024-07-12,30,1804
London,2024-06-02,5,106
Berlin,2024-07-02,30,1745
London,2024-07-19,15,226
Bangalore,2024-06-15,15,2596
,2024-07-30,60,145
Berlin,2024-07-21,60,3550
Bangalore,2024-06-22,15,3268
London,2024-06-06,30,190
London,2024-07-29,30,2004
Bangalore,2024-06-18,180,3789
Berlin,2024-07-27,30,2728
NYC,2024-07-09,30,772
London,2024-07-05,5,2141
,2024-06-20,5,3043
Bangalore,2024-06-01,5,632
NYC,2024-06-13,15,2400
,2024-07-20,5,2483
,2024-06-25,15,4629
,2024-07-14,15,2680
Bangalore,2024-07-10,15,3059
Berlin,2024-07-28,30,4248
Berlin,2024-06-05,,2177
Bangalore,2024-06-22,30,3815
,2024-06-06,5,3325
NYC,2024-07-22,5,2397
NYC,2024-07-08,5,4798
Berlin,2024-07-29,,1470
Berlin,2024-06-08,180,2871
Bangalore,2024-06-16,15,4278
NYC,2024-07-04,30,2157
London,2024-06-09,15,4152
Bangalore,2024-06-13,15,478
Berlin,2024-07-23,15,2816
,2024-07-04,15,1402
Berlin,2024-07-26,30,2399
Berlin,2024-07-04,30,2672
Berlin,2024-06-13,5,2114
,2024-06-19,180,4732
Bangalore,2024-06-21,30,4142
Berlin,2024-06-21,,2368
NYC,2024-06-14,15,422
London,2024-07-18,5,359
Bangalore,2024-06-12,30,537
,2024-07-05,30,2016
Bangalore,2024-07-25,30,1169
London,2024-06-27,,2807
Bangalore,2024-06-01,30,2171
London,2024-07-26,180,3491
London,2024-06-20,5,3112
Bangalore,2024-07-24,5,1653
NYC,2024-06-20,5,1191
London,2024-07-22,15,4236
Bangalore,2024-07-15,30,3008
,2024-07-18,30,3343
Bangalore,2024-07-06,5,3167
Berlin,2024-06-21,5,4980
Bangalore,2024-07-01,15,391
,2024-06-29,15,4224
Bangalore,2024-07-04,5,2163
Bangalore,2024-06-05,15,1312
NYC,2024-07-10,60,468
,2024-07-27,60,421
NYC,2024-07-15,60,4170
,2024-07-24,5,4658
,2024-06-12,15,1111
NYC,2024-06-15,5,3676
,2024-06-22,15,252
NYC,2024-07-20,5,386
,2024-07-24,180,1272
NYC,2024-06-17,60,684
Berlin,2024-06-01,60,3267
Berlin,2024-07-16,15,2434
London,2024-06-13,5,3397
,2024-07-14,15,54
Bangalore,2024-06-13,5,3818
Bangalore,2024-07-01,15,543
London,2024-06-30,5,4339
Bangalore,2024-06-02,15,2781
,2024-07-10,60,4790
,2024-07-13,180,2832
Bangalore,2024-07-22,15,504
,2024-07-04,60,3721
London,2024-06-20,60,4767
Bangalore,2024-06-09,30,364
,2024-06-18,5,2161
NYC,2024-06-15,15,1066
London,2024-06-05,60,4170
London,2024-06-03,60,3615
Berlin,2024-07-18,15,4157
